File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location
1705053,05/16/2017,2017,5,1300 BLOCK,S Philo Rd,5/16/2017,Weeds/Grass,Owner Abated,5/24/2017,Not Available,No, 0.0,"1300 S Philo Rd Urbana, IL"
1705054,05/16/2017,2017,5,1000 BLOCK,S Country Squire Dr.,5/16/2017,Municipal Waste,Owner Abated,5/24/2017,Not Available,No, 0.0,"1000 S Country Squire Dr. Urbana, IL"
1705055,05/16/2017,2017,5,1600 BLOCK,S Wiley Dr,5/16/2017,Weeds/Grass,Owner Abated,5/24/2017,Not Available,No, 0.0,"1600 S Wiley Dr Urbana, IL"
1705056,05/16/2017,2017,5,1600 BLOCK,S Wiley Dr,5/16/2017,Weeds/Grass,Owner Abated,5/24/2017,Not Available,No, 0.0,"1600 S Wiley Dr Urbana, IL"
1705057,05/16/2017,2017,5,900 BLOCK,E Delaware Av,5/16/2017,Weeds/Grass,Owner Abated,5/24/2017,Not Available,No, 0.0,"900 E Delaware Av Urbana, IL"
1705058,05/16/2017,2017,5,200 BLOCK,S Cottage Grove Av,5/16/2017,Municipal Waste,Owner Abated,5/24/2017,Not Available,No, 0.0,"200 S Cottage Grove Av Urbana, IL"
1705059,05/16/2017,2017,5,200 BLOCK,S Cottage Grove Av,5/16/2017,Weeds/Grass,Owner Abated,5/24/2017,Not Available,No, 0.0,"200 S Cottage Grove Av Urbana, IL"
1705044,05/15/2017,2017,5,1100 BLOCK,E Michigan Av,5/15/2017,Weeds/Grass,City Abated,5/23/2017,Not Available,No, 0.0,"1100 E Michigan Av Urbana, IL"
1705045,05/15/2017,2017,5,100 BLOCK,W Pennsylvania Av,5/15/2017,Weeds/Grass,Owner Abated,5/23/2017,Not Available,No, 0.0,"100 W Pennsylvania Av Urbana, IL"
1705046,05/15/2017,2017,5,2000 BLOCK,E Country Squire Dr,5/15/2017,Weeds/Grass,City Abated,5/23/2017,Not Available,No, 0.0,"2000 E Country Squire Dr Urbana, IL"
1705047,05/15/2017,2017,5,2000 BLOCK,E Country Squire Dr,5/15/2017,Weeds/Grass,City Abated,5/23/2017,Not Available,No, 0.0,"2000 E Country Squire Dr Urbana, IL"
1705048,05/15/2017,2017,5,200 BLOCK,S Hartle Av,5/15/2017,Municipal Waste,Owner Abated,5/23/2017,Not Available,No, 0.0,"200 S Hartle Av Urbana, IL"
1705040,05/12/2017,2017,5,1100 BLOCK,S Austin Dr,5/12/2017,Weeds/Grass,Owner Abated,5/20/2017,Not Available,No, 0.0,"1100 S Austin Dr Urbana, IL"
1705041,05/12/2017,2017,5,1100 BLOCK,S Austin Dr,5/12/2017,Weeds/Grass,Owner Abated,5/20/2017,Not Available,No, 0.0,"1100 S Austin Dr Urbana, IL"
1705042,05/12/2017,2017,5,1100 BLOCK,S Austin Dr,5/12/2017,Weeds/Grass,Owner Abated,5/20/2017,Not Available,No, 0.0,"1100 S Austin Dr Urbana, IL"
1705043,05/12/2017,2017,5,1100 BLOCK,S Lanore Dr,5/12/2017,Weeds/Grass,City Abated,5/20/2017,Not Available,No, 0.0,"1100 S Lanore Dr Urbana, IL"
1705027,05/11/2017,2017,5,200 BLOCK,Crystal Lake Dr,5/11/2017,Weeds/Grass,Owner Abated,5/19/2017,Not Available,No, 0.0,"200 Crystal Lake Dr Urbana, IL"
1705028,05/11/2017,2017,5,200 BLOCK,Crystal Lake Dr,5/11/2017,Weeds/Grass,Owner Abated,5/19/2017,Not Available,No, 0.0,"200 Crystal Lake Dr Urbana, IL"
1705029,05/11/2017,2017,5,200 BLOCK,Crystal Lake Dr,5/11/2017,Weeds/Grass,Owner Abated,5/19/2017,Not Available,No, 0.0,"200 Crystal Lake Dr Urbana, IL"
1705030,05/11/2017,2017,5,1300 BLOCK,N Berkley Av,5/11/2017,Weeds/Grass,Owner Abated,5/19/2017,Not Available,No, 0.0,"1300 N Berkley Av Urbana, IL"
1705031,05/11/2017,2017,5,1300 BLOCK,N Berkley Av,5/11/2017,Weeds/Grass,City Abated,5/19/2017,Not Available,No, 0.0,"1300 N Berkley Av Urbana, IL"
1705032,05/11/2017,2017,5,1300 BLOCK,N Berkley Av,5/11/2017,Weeds/Grass,Owner Abated,5/19/2017,Not Available,No, 0.0,"1300 N Berkley Av Urbana, IL"
1705033,05/11/2017,2017,5,600 BLOCK,E Green St,5/11/2017,Weeds/Grass,Owner Abated,5/19/2017,Not Available,No, 0.0,"600 E Green St Urbana, IL"
1705034,05/11/2017,2017,5,900 BLOCK,N Gregory St,5/11/2017,Municipal Waste,Owner Abated,5/19/2017,Not Available,No, 0.0,"900 N Gregory St Urbana, IL"
1705035,05/11/2017,2017,5,900 BLOCK,N Gregory St,5/11/2017,Weeds/Grass,Owner Abated,5/19/2017,Not Available,No, 0.0,"900 N Gregory St Urbana, IL"
1705036,05/11/2017,2017,5,900 BLOCK,N Gregory St,5/11/2017,Municipal Waste,Owner Abated,5/19/2017,Not Available,No, 0.0,"900 N Gregory St Urbana, IL"
1705037,05/11/2017,2017,5,900 BLOCK,N Gregory St,5/11/2017,Weeds/Grass,Owner Abated,5/19/2017,Not Available,No, 0.0,"900 N Gregory St Urbana, IL"
1705038,05/11/2017,2017,5,900 BLOCK,N Gregory St,5/11/2017,Municipal Waste,Owner Abated,5/19/2017,Not Available,No, 0.0,"900 N Gregory St Urbana, IL"
1705039,05/11/2017,2017,5,900 BLOCK,N Gregory St,5/11/2017,Weeds/Grass,Owner Abated,5/19/2017,Not Available,No, 0.0,"900 N Gregory St Urbana, IL"
1705024,05/10/2017,2017,5,700 BLOCK,E Washington St,5/10/2017,Weeds/Grass,Owner Abated,5/18/2017,Not Available,No, 0.0,"700 E Washington St Urbana, IL"
1705025,05/10/2017,2017,5,800 BLOCK,W Stoughton St,5/10/2017,Weeds/Grass,City Abated,5/18/2017,Not Available,No, 0.0,"800 W Stoughton St Urbana, IL"
1705026,05/10/2017,2017,5,200 BLOCK,N Busey Av,5/10/2017,Weeds/Grass,City Abated,5/18/2017,Not Available,No, 0.0,"200 N Busey Av Urbana, IL"
1705018,05/09/2017,2017,5,900 BLOCK,N Harvey St,5/9/2017,Municipal Waste,,5/17/2017,Not Available,No, 0.0,"900 N Harvey St Urbana, IL"
1705019,05/09/2017,2017,5,900 BLOCK,N Harvey St,5/9/2017,Weeds/Grass,Owner Abated,5/17/2017,Not Available,No, 0.0,"900 N Harvey St Urbana, IL"
1705020,05/09/2017,2017,5,1200 BLOCK,E Briarcliff Dr,5/9/2017,Weeds/Grass,Owner Abated,5/17/2017,Not Available,No, 0.0,"1200 E Briarcliff Dr Urbana, IL"
1705021,05/09/2017,2017,5,1400 BLOCK,E Briarcliff Dr,5/9/2017,Weeds/Grass,Owner Abated,5/17/2017,Not Available,No, 0.0,"1400 E Briarcliff Dr Urbana, IL"
1705022,05/09/2017,2017,5,100 BLOCK,E Kerr Av,5/9/2017,Municipal Waste,Owner Abated,5/17/2017,Not Available,No, 0.0,"100 E Kerr Av Urbana, IL"
1705023,05/09/2017,2017,5,100 BLOCK,E Kerr Av,5/9/2017,Weeds/Grass,Owner Abated,5/17/2017,Not Available,No, 0.0,"100 E Kerr Av Urbana, IL"
1705081,05/09/2017,2017,5,900 BLOCK,N Linview Av,5/9/2017,Weeds/Grass,City Abated,5/9/2017,Not Available,No, 0.0,"900 N Linview Av Urbana, IL"
1705082,05/09/2017,2017,5,1400 BLOCK,S Wiley Dr,5/9/2017,Weeds/Grass,City Abated,5/9/2017,Not Available,No, 0.0,"1400 S Wiley Dr Urbana, IL"
1705083,05/09/2017,2017,5,700 BLOCK,E California Av,5/9/2017,Weeds/Grass,City Abated,5/9/2017,Not Available,No, 0.0,"700 E California Av Urbana, IL"
1705014,05/08/2017,2017,5,1300 BLOCK,Laurel Dr.,5/8/2017,Weeds/Grass,Owner Abated,5/16/2017,Not Available,No, 0.0,"1300 Laurel Dr. Urbana, IL"
1705015,05/08/2017,2017,5,1200 BLOCK,E Michigan Av,5/8/2017,Weeds/Grass,Owner Abated,5/16/2017,Not Available,No, 0.0,"1200 E Michigan Av Urbana, IL"
1705016,05/08/2017,2017,5,1400 BLOCK,Laurel Dr.,5/8/2017,Weeds/Grass,Owner Abated,5/16/2017,Not Available,No, 0.0,"1400 Laurel Dr. Urbana, IL"
1705017,05/08/2017,2017,5,800 BLOCK,E Michigan Av,5/8/2017,Weeds/Grass,Owner Abated,5/16/2017,Not Available,No, 0.0,"800 E Michigan Av Urbana, IL"
1705007,05/03/2017,2017,5,1000 BLOCK,S Rainbow View Dr,5/3/2017,Weeds/Grass,Owner Abated,5/11/2017,Not Available,No, 0.0,"1000 S Rainbow View Dr Urbana, IL"
1705008,05/03/2017,2017,5,2000 BLOCK,E Washington St,5/3/2017,Weeds/Grass,Owner Abated,5/11/2017,Not Available,No, 0.0,"2000 E Washington St Urbana, IL"
1705009,05/03/2017,2017,5,2000 BLOCK,E Washington St,5/3/2017,Weeds/Grass,Owner Abated,5/11/2017,Not Available,No, 0.0,"2000 E Washington St Urbana, IL"
1705010,05/03/2017,2017,5,900 BLOCK,S Webber St,5/3/2017,Weeds/Grass,City Abated,5/11/2017,Not Available,No, 0.0,"900 S Webber St Urbana, IL"
1705011,05/03/2017,2017,5,300 BLOCK,E Elm St,5/3/2017,Weeds/Grass,Owner Abated,5/11/2017,Not Available,No, 0.0,"300 E Elm St Urbana, IL"
1705012,05/03/2017,2017,5,300 BLOCK,E Elm St,5/3/2017,Weeds/Grass,Owner Abated,5/11/2017,Not Available,No, 0.0,"300 E Elm St Urbana, IL"
1705013,05/03/2017,2017,5,300 BLOCK,E Main St,5/3/2017,Weeds/Grass,Owner Abated,5/11/2017,Not Available,No, 0.0,"300 E Main St Urbana, IL"
1705006,05/02/2017,2017,5,1400 BLOCK,W Beech St,5/2/2017,Weeds/Grass,Owner Abated,5/10/2017,Not Available,No, 0.0,"1400 W Beech St Urbana, IL"
1705001,05/01/2017,2017,5,700 BLOCK,W Iowa St,5/1/2017,Municipal Waste,Owner Abated,5/9/2017,Not Available,No, 0.0,"700 W Iowa St Urbana, IL"
1705002,05/01/2017,2017,5,500 BLOCK,W Iowa St,5/1/2017,Weeds/Grass,Owner Abated,5/9/2017,Not Available,No, 0.0,"500 W Iowa St Urbana, IL"
1705003,05/01/2017,2017,5,800 BLOCK,W Iowa St,5/1/2017,Weeds/Grass,Owner Abated,5/9/2017,Not Available,No, 0.0,"800 W Iowa St Urbana, IL"
1705004,05/01/2017,2017,5,600 BLOCK,E Colorado Av,5/1/2017,Weeds/Grass,Owner Abated,5/9/2017,Not Available,No, 0.0,"600 E Colorado Av Urbana, IL"
1705005,05/01/2017,2017,5,400 BLOCK,E Colorado Av,5/1/2017,Weeds/Grass,Owner Abated,5/9/2017,Not Available,No, 0.0,"400 E Colorado Av Urbana, IL"
1704042,04/28/2017,2017,4,600 BLOCK,S Cottage Grove Av,4/28/2017,Weeds/Grass,Owner Abated,5/6/2017,Not Available,No, 0.0,"600 S Cottage Grove Av Urbana, IL"
1704043,04/28/2017,2017,4,600 BLOCK,S Cottage Grove Av,4/28/2017,Weeds/Grass,Owner Abated,5/6/2017,Not Available,No, 0.0,"600 S Cottage Grove Av Urbana, IL"
1704044,04/28/2017,2017,4,2300 BLOCK,E Washington St,4/28/2017,Weeds/Grass,Owner Abated,5/6/2017,Not Available,No, 0.0,"2300 E Washington St Urbana, IL"
1704045,04/28/2017,2017,4,100 BLOCK,E George Huff Dr,4/28/2017,Weeds/Grass,Owner Abated,5/6/2017,Not Available,No, 0.0,"100 E George Huff Dr Urbana, IL"
1704046,04/28/2017,2017,4,900 BLOCK,E Delaware Av,4/28/2017,Weeds/Grass,Owner Abated,5/6/2017,Not Available,No, 0.0,"900 E Delaware Av Urbana, IL"
1704047,04/28/2017,2017,4,900 BLOCK,E Delaware Av,4/28/2017,Municipal Waste,Owner Abated,5/6/2017,Not Available,No, 0.0,"900 E Delaware Av Urbana, IL"
1704032,04/27/2017,2017,4,800 BLOCK,W Ohio St,4/27/2017,Weeds/Grass,Owner Abated,5/5/2017,Not Available,No, 0.0,"800 W Ohio St Urbana, IL"
1704033,04/27/2017,2017,4,900 BLOCK,S Vine St,4/27/2017,Weeds/Grass,Owner Abated,5/5/2017,Not Available,No, 0.0,"900 S Vine St Urbana, IL"
1704034,04/27/2017,2017,4,1500 BLOCK,S Vine St,4/27/2017,Weeds/Grass,Owner Abated,5/5/2017,Not Available,No, 0.0,"1500 S Vine St Urbana, IL"
1704035,04/27/2017,2017,4,1400 BLOCK,S Vine St,4/27/2017,Weeds/Grass,Owner Abated,5/5/2017,Not Available,No, 0.0,"1400 S Vine St Urbana, IL"
1704036,04/27/2017,2017,4,1300 BLOCK,E Silver St,4/27/2017,Municipal Waste,City Abated,5/5/2017,Not Available,No, 0.0,"1300 E Silver St Urbana, IL"
1704037,04/27/2017,2017,4,1300 BLOCK,E Silver St,4/27/2017,Weeds/Grass,Owner Abated,5/5/2017,Not Available,No, 0.0,"1300 E Silver St Urbana, IL"
1704038,04/27/2017,2017,4,400 BLOCK,S Busey Av,4/27/2017,Weeds/Grass,Owner Abated,5/5/2017,Not Available,No, 0.0,"400 S Busey Av Urbana, IL"
1704039,04/27/2017,2017,4,100 BLOCK,Crystal Lake Dr,4/27/2017,Weeds/Grass,Owner Abated,5/5/2017,Not Available,No, 0.0,"100 Crystal Lake Dr Urbana, IL"
1704040,04/27/2017,2017,4,200 BLOCK,Crystal Lake Dr,4/27/2017,Weeds/Grass,Owner Abated,5/5/2017,Not Available,No, 0.0,"200 Crystal Lake Dr Urbana, IL"
1704041,04/27/2017,2017,4,300 BLOCK,Crystal Lake Dr,4/27/2017,Weeds/Grass,Owner Abated,5/5/2017,Not Available,No, 0.0,"300 Crystal Lake Dr Urbana, IL"
1704025,04/26/2017,2017,4,1100 BLOCK,E Florida Av,4/26/2017,Weeds/Grass,Owner Abated,5/4/2017,Not Available,No, 0.0,"1100 E Florida Av Urbana, IL"
1704026,04/26/2017,2017,4,300 BLOCK,E Florida Av,4/26/2017,Weeds/Grass,Owner Abated,5/4/2017,Not Available,No, 0.0,"300 E Florida Av Urbana, IL"
1704027,04/26/2017,2017,4,300 BLOCK,E Florida Av,4/26/2017,Weeds/Grass,Owner Abated,5/4/2017,Not Available,No, 0.0,"300 E Florida Av Urbana, IL"
1704028,04/26/2017,2017,4,300 BLOCK,E Pennsylvania Av,4/26/2017,Weeds/Grass,Owner Abated,5/4/2017,Not Available,No, 0.0,"300 E Pennsylvania Av Urbana, IL"
1704029,04/26/2017,2017,4,1600 BLOCK,Hillcrest Dr,4/26/2017,Weeds/Grass,Owner Abated,5/4/2017,Not Available,No, 0.0,"1600 Hillcrest Dr Urbana, IL"
1704030,04/26/2017,2017,4,1600 BLOCK,Hillcrest Dr,4/26/2017,Weeds/Grass,Owner Abated,5/4/2017,Not Available,No, 0.0,"1600 Hillcrest Dr Urbana, IL"
1704031,04/26/2017,2017,4,600 BLOCK,W Oregon St,4/26/2017,Municipal Waste,Owner Abated,5/4/2017,Not Available,No, 0.0,"600 W Oregon St Urbana, IL"
1704022,04/25/2017,2017,4,800 BLOCK,S Cottage Grove Av,4/25/2017,Weeds/Grass,Owner Abated,5/3/2017,Not Available,No, 0.0,"800 S Cottage Grove Av Urbana, IL"
1704023,04/25/2017,2017,4,200 BLOCK,S Hartle Av,4/25/2017,Municipal Waste,Owner Abated,5/3/2017,Not Available,No, 0.0,"200 S Hartle Av Urbana, IL"
1704024,04/25/2017,2017,4,200 BLOCK,S Hartle Av,4/25/2017,Municipal Waste,Owner Abated,5/3/2017,Not Available,No, 0.0,"200 S Hartle Av Urbana, IL"
1704019,04/24/2017,2017,4,1400 BLOCK,N Romine St,4/24/2017,Municipal Waste,Owner Abated,5/2/2017,Not Available,No, 0.0,"1400 N Romine St Urbana, IL"
1704020,04/24/2017,2017,4,1400 BLOCK,W Beslin St,4/24/2017,Weeds/Grass,City Abated,5/2/2017,Not Available,No, 0.0,"1400 W Beslin St Urbana, IL"
1704021,04/24/2017,2017,4,800 BLOCK,S Vine St,4/24/2017,Weeds/Grass,Owner Abated,5/2/2017,Not Available,No, 0.0,"800 S Vine St Urbana, IL"
1704051,04/24/2017,2017,4,700 BLOCK,E California Av,4/24/2017,Weeds/Grass,City Abated,4/24/2017,Not Available,No, 0.0,"700 E California Av Urbana, IL"
1704052,04/24/2017,2017,4,1400 BLOCK,S Wiley Dr,4/24/2017,Weeds/Grass,City Abated,4/24/2017,Not Available,No, 0.0,"1400 S Wiley Dr Urbana, IL"
1704053,04/24/2017,2017,4,900 BLOCK,N Linview Av,4/24/2017,Weeds/Grass,City Abated,4/24/2017,Not Available,No, 0.0,"900 N Linview Av Urbana, IL"
1704013,04/21/2017,2017,4,1200 BLOCK,N Berkley Av,4/21/2017,Weeds/Grass,Owner Abated,4/29/2017,Not Available,No, 0.0,"1200 N Berkley Av Urbana, IL"
1704014,04/21/2017,2017,4,600 BLOCK,E Washington St,4/21/2017,Weeds/Grass,Owner Abated,4/29/2017,Not Available,No, 0.0,"600 E Washington St Urbana, IL"
1704015,04/21/2017,2017,4,600 BLOCK,E Washington St,4/21/2017,Weeds/Grass,Owner Abated,4/29/2017,Not Available,No, 0.0,"600 E Washington St Urbana, IL"
1704016,04/21/2017,2017,4,600 BLOCK,E Washington St,4/21/2017,Weeds/Grass,City Abated,4/29/2017,Not Available,No, 0.0,"600 E Washington St Urbana, IL"
1704017,04/21/2017,2017,4,1200 BLOCK,E Florida Av,4/21/2017,Weeds/Grass,Owner Abated,4/29/2017,Not Available,No, 0.0,"1200 E Florida Av Urbana, IL"
1704018,04/21/2017,2017,4,900 BLOCK,S Cottage Grove Av,4/21/2017,Weeds/Grass,Owner Abated,4/29/2017,Not Available,No, 0.0,"900 S Cottage Grove Av Urbana, IL"
1704010,04/19/2017,2017,4,1400 BLOCK,E Mumford Dr,4/19/2017,Weeds/Grass,Owner Abated,4/27/2017,Not Available,No, 0.0,"1400 E Mumford Dr Urbana, IL"
1704011,04/19/2017,2017,4,800 BLOCK,E Burkwood Dr,4/19/2017,Weeds/Grass,Owner Abated,4/27/2017,Not Available,No, 0.0,"800 E Burkwood Dr Urbana, IL"
1704012,04/19/2017,2017,4,700 BLOCK,E Hawthorne Dr,4/19/2017,Weeds/Grass,Owner Abated,4/27/2017,Not Available,No, 0.0,"700 E Hawthorne Dr Urbana, IL"
1704008,04/18/2017,2017,4,1200 BLOCK,Montgomery St,4/18/2017,Weeds/Grass,Owner Abated,4/26/2017,Not Available,No, 0.0,"1200 Montgomery St Urbana, IL"
1704009,04/18/2017,2017,4,700 BLOCK,W Oregon St,4/18/2017,Municipal Waste,Owner Abated,4/26/2017,Not Available,No, 0.0,"700 W Oregon St Urbana, IL"
1704006,04/17/2017,2017,4,100 BLOCK,E Oregon St,4/17/2017,Municipal Waste,Owner Abated,4/25/2017,Not Available,No, 0.0,"100 E Oregon St Urbana, IL"
1704007,04/17/2017,2017,4,800 BLOCK,E Burkwood Dr,4/17/2017,Weeds/Grass,Owner Abated,4/25/2017,Not Available,No, 0.0,"800 E Burkwood Dr Urbana, IL"
1704004,04/12/2017,2017,4,200 BLOCK,Crystal Lake Dr,4/12/2017,Municipal Waste,City Abated,4/20/2017,Not Available,No, 0.0,"200 Crystal Lake Dr Urbana, IL"
1704005,04/12/2017,2017,4,200 BLOCK,Crystal Lake Dr,4/12/2017,Weeds/Grass,City Abated,4/20/2017,Not Available,No, 0.0,"200 Crystal Lake Dr Urbana, IL"
1704003,04/10/2017,2017,4,500 BLOCK,Sunny Ln,4/10/2017,Municipal Waste,Owner Abated,4/18/2017,Not Available,No, 0.0,"500 Sunny Ln Urbana, IL"
